text,source,datetime,location,user_id
Terrible experience.,Chatbot,2024-09-14 19:05:19,"Fordville, Vermont, Grenada",UID24287
Very disappointed.,Website,2024-03-08 21:27:10,"East Paul, California, Saint Pierre and Miquelon",UID14059
Product matches the description.,Email,2023-09-07 16:32:47,"Wandastad, Michigan, Cape Verde",UID39156
Terrible experience.,Chatbot,2024-11-11 10:13:04,"Jenniferside, New Hampshire, South Africa",UID93253
Customer support was unhelpful.,Email,2025-05-20 13:54:05,"West Danny, Ohio, Dominican Republic",UID81302
Will recommend to others.,Facebook,2023-09-12 05:36:09,"Port Hectormouth, Virginia, British Virgin Islands",UID29475
Great service!,Mobile App,2023-07-29 22:27:08,"Lake Christopher, Arkansas, Bahamas",UID79586
Loved the experience.,Facebook,2023-09-14 23:48:55,"Lake Joshuahaven, Arkansas, Antigua and Barbuda",UID38444
I want a refund.,Email,2024-12-05 22:06:24,"Scottmouth, Michigan, Guyana",UID99319
No complaints.,Facebook,2024-05-07 17:53:50,"Wrightborough, Georgia, Moldova",UID75830
Great service!,Facebook,2023-10-13 23:59:50,"New Carlos, Florida, Panama",UID99268
Product matches the description.,Google,2024-11-25 06:56:55,"New Laurabury, Nebraska, Iceland",UID50728
Very satisfied with the product.,Website,2024-08-19 10:29:29,"Cindybury, Minnesota, Myanmar",UID70707
No complaints.,Phone Call,2024-06-28 06:07:18,"New Josephhaven, Wisconsin, Luxembourg",UID67045
Will recommend to others.,Website,2023-11-03 01:44:24,"New Tina, New Jersey, Uganda",UID76051
Customer support was unhelpful.,Website,2024-01-26 23:42:43,"Katherinechester, Georgia, Lebanon",UID55459
Very satisfied with the product.,Google,2023-08-17 22:55:14,"South Brian, Georgia, Eritrea",UID49388
No complaints.,Email,2025-05-06 08:13:15,"Philiphaven, Louisiana, Guernsey",UID28835
Very satisfied with the product.,Phone Call,2024-08-06 20:49:00,"New Bryanfurt, Alaska, Montenegro",UID92112
Will recommend to others.,Website,2024-01-12 10:40:52,"Warrenton, Nebraska, Cameroon",UID48722
Nothing special.,Google,2025-05-11 21:32:27,"Cartermouth, North Carolina, Ukraine",UID93806
Terrible experience.,Website,2024-07-12 23:25:19,"Thompsonview, Louisiana, Senegal",UID25303
Very satisfied with the product.,Email,2024-01-15 06:02:25,"Velezbury, Colorado, Cambodia",UID99071
Nothing special.,Email,2024-12-12 04:16:23,"Lauraton, Pennsylvania, Yemen",UID13308
Very disappointed.,Google,2023-10-08 00:10:49,"Torresbury, Utah, Mongolia",UID42999
Not worth the money.,Google,2025-02-27 08:05:03,"New Zacharyland, Georgia, Burundi",UID82616
No complaints.,Google,2023-06-25 09:15:44,"Port Charles, Tennessee, Bhutan",UID76949
Terrible experience.,Facebook,2023-09-11 09:15:21,"Christianfurt, North Carolina, Fiji",UID44340
Customer support was unhelpful.,Mobile App,2023-06-20 17:11:23,"Kellyville, Virginia, Iceland",UID67035
Customer support was unhelpful.,Chatbot,2024-10-27 14:50:14,"Frederickbury, New York, Algeria",UID15801
Nothing special.,Email,2023-05-27 18:33:02,"Jimenezstad, California, New Zealand",UID81562
Not worth the money.,Website,2023-07-07 17:21:11,"East Gregorychester, Alaska, Lebanon",UID75608
Very disappointed.,Chatbot,2023-11-30 17:28:54,"Kathleenmouth, North Carolina, San Marino",UID97179
Great service!,Chatbot,2024-01-04 16:36:07,"East Ronald, Kentucky, Turkmenistan",UID71949
Terrible experience.,Facebook,2024-07-12 23:47:33,"Robertbury, California, Singapore",UID99655
Very satisfied with the product.,Email,2023-07-13 21:00:19,"East Jeffery, Iowa, Mauritius",UID57173
Nothing special.,Facebook,2025-05-19 11:46:52,"Lisabury, New Hampshire, Saint Barthelemy",UID58682
Nothing special.,Mobile App,2024-04-28 10:35:05,"Youngstad, Oklahoma, Guam",UID26828
Great service!,Mobile App,2024-07-17 17:57:35,"North Christine, West Virginia, Fiji",UID48736
It was okay.,Website,2025-01-07 17:27:13,"Carriechester, Ohio, Canada",UID44514
Great service!,Chatbot,2023-09-11 11:22:43,"Jamieberg, Utah, Papua New Guinea",UID25962
Very satisfied with the product.,Facebook,2025-04-08 18:23:11,"East Michaelstad, North Carolina, Macao",UID46354
Not worth the money.,Google,2024-09-14 07:11:53,"Lake Christina, Vermont, Costa Rica",UID87447
Product matches the description.,Website,2023-06-12 02:29:18,"Stephensview, Delaware, Brunei Darussalam",UID56206
Product matches the description.,Website,2025-05-12 20:14:17,"Tannerchester, New Hampshire, United Kingdom",UID45549
Loved the experience.,Facebook,2023-07-11 06:09:52,"Jimenezburgh, Maryland, El Salvador",UID88008
Product matches the description.,Facebook,2025-04-23 01:03:56,"Kevinfort, Massachusetts, Palau",UID26053
Average experience.,Google,2024-09-05 18:58:32,"Jonesbury, Delaware, Holy See (Vatican City State)",UID39764
Will recommend to others.,Phone Call,2025-02-12 15:00:37,"Mcbridefort, Indiana, Brazil",UID86104
Terrible experience.,Email,2024-10-31 03:51:00,"East Kennethfurt, Maine, Ghana",UID66640
Product matches the description.,Facebook,2024-09-04 22:25:22,"Mercadoshire, Louisiana, Japan",UID22089
Great service!,Chatbot,2024-07-10 04:22:52,"Nathanborough, Virginia, Bolivia",UID37003
Average experience.,Google,2025-02-11 23:48:59,"Port Ashleyborough, Minnesota, Micronesia",UID48599
I want a refund.,Email,2024-11-04 10:46:42,"Wesleyfort, Florida, Honduras",UID75055
I want a refund.,Chatbot,2023-10-21 17:09:11,"Lake Leah, Minnesota, Antigua and Barbuda",UID56654
Product matches the description.,Chatbot,2025-03-08 01:27:24,"South Cynthia, Rhode Island, Cape Verde",UID19020
No complaints.,Email,2024-03-23 20:48:22,"Jacktown, Idaho, Dominica",UID76399
Very satisfied with the product.,Email,2024-07-26 20:40:20,"Olsenhaven, Oklahoma, Antarctica (the territory South of 60 deg S)",UID62883
Loved the experience.,Facebook,2024-06-09 08:11:50,"South Theresa, West Virginia, Uganda",UID58019
No complaints.,Google,2025-01-18 21:37:48,"Ashleyfort, Arizona, Honduras",UID75423
Average experience.,Google,2024-10-11 15:36:45,"Bethtown, Washington, Saint Martin",UID69813
Terrible experience.,Email,2024-11-07 12:52:01,"New Lorraineview, Iowa, Samoa",UID26720
Not worth the money.,Email,2024-10-22 02:00:46,"West Robert, Illinois, Morocco",UID15902
Loved the experience.,Facebook,2024-02-09 17:06:46,"East Charlesland, Delaware, Turkmenistan",UID30994
Loved the experience.,Google,2025-05-21 03:58:22,"Smithton, Alabama, Armenia",UID88916
Not worth the money.,Email,2024-07-17 09:01:13,"East David, Arkansas, Guinea-Bissau",UID15368
Very disappointed.,Website,2023-11-25 23:11:27,"Lake Garrett, Ohio, Myanmar",UID69043
Great service!,Website,2023-11-25 09:09:48,"Patrickton, North Dakota, Montenegro",UID78860
Very satisfied with the product.,Email,2024-07-10 04:42:27,"West Rogerland, New Hampshire, Brazil",UID70728
Customer support was unhelpful.,Mobile App,2025-03-06 00:07:27,"Port Christopherfort, Ohio, Cocos (Keeling) Islands",UID75060
Very disappointed.,Mobile App,2023-12-17 12:53:27,"Summersshire, South Carolina, Saint Helena",UID12359
Very satisfied with the product.,Mobile App,2023-08-12 04:51:35,"South Jameston, Montana, Italy",UID63887
Customer support was unhelpful.,Facebook,2024-02-02 15:11:49,"Lake Richardhaven, South Dakota, Saint Lucia",UID10489
Product matches the description.,Mobile App,2024-06-20 05:59:48,"Stevenchester, Wyoming, Argentina",UID28251
Excellent customer support!,Phone Call,2023-10-15 19:34:07,"Vaughanborough, Delaware, Jamaica",UID30270
Loved the experience.,Phone Call,2023-06-11 06:40:13,"Port Vanessa, Arkansas, Cape Verde",UID94543
Nothing special.,Facebook,2024-11-11 18:25:20,"Rachelmouth, Alabama, India",UID86156
Excellent customer support!,Mobile App,2025-02-23 12:50:28,"East Judy, Arkansas, Venezuela",UID80409
Very satisfied with the product.,Email,2024-11-13 09:18:27,"Ericview, Colorado, Panama",UID44287
Terrible experience.,Mobile App,2024-04-22 20:17:16,"Kimberlymouth, Nevada, Ukraine",UID44265
Nothing special.,Email,2024-01-14 16:04:17,"Herrerafurt, New Jersey, Indonesia",UID36999
Great service!,Website,2025-01-16 10:10:33,"Robertville, Louisiana, Chad",UID57205
No complaints.,Phone Call,2024-12-01 14:58:48,"Alantown, Alabama, Taiwan",UID66477
Nothing special.,Chatbot,2024-11-18 15:43:32,"East Kathleenmouth, Kentucky, Comoros",UID14808
Customer support was unhelpful.,Chatbot,2024-05-08 06:54:06,"Tracyville, Alaska, Senegal",UID62047
Will recommend to others.,Email,2024-05-29 12:51:23,"New Lisa, Illinois, Cocos (Keeling) Islands",UID56178
Great service!,Google,2023-09-18 05:04:14,"Melanieside, Vermont, Czech Republic",UID36526
Not worth the money.,Google,2023-11-16 04:34:18,"Simmonsburgh, Tennessee, Saint Lucia",UID54571
Average experience.,Email,2023-09-13 13:31:05,"Lake Joe, Michigan, Aruba",UID83717
Great service!,Email,2023-08-24 14:48:51,"Joshuafort, New York, Iraq",UID96222
Customer support was unhelpful.,Website,2024-03-08 11:52:17,"Ryanchester, Nevada, Belgium",UID22855
Will recommend to others.,Google,2023-06-28 16:17:15,"North Andrewstad, Rhode Island, Benin",UID25512
Very satisfied with the product.,Chatbot,2025-03-18 22:36:03,"New Phyllisburgh, Tennessee, Saint Martin",UID40807
I want a refund.,Chatbot,2023-12-21 02:03:51,"Franklinbury, South Carolina, Cuba",UID21579
Very disappointed.,Website,2024-09-23 15:51:06,"West William, Oregon, Belize",UID83283
Nothing special.,Phone Call,2024-01-03 07:45:07,"East Ralphshire, Tennessee, Peru",UID59317
I want a refund.,Facebook,2024-03-23 21:35:55,"North Susan, Vermont, Guatemala",UID20900
Product matches the description.,Chatbot,2024-09-29 18:25:48,"Ericaton, Tennessee, Andorra",UID54308
Average experience.,Website,2024-06-20 19:21:10,"Woodmouth, New Jersey, Greenland",UID82415
Average experience.,Email,2023-08-11 08:09:34,"North William, Wisconsin, Czech Republic",UID43817
Great service!,Email,2024-12-18 00:34:31,"East Travis, Texas, Saint Vincent and the Grenadines",UID42341
I want a refund.,Phone Call,2024-07-17 07:33:16,"Joshuafurt, Ohio, Venezuela",UID35864
Loved the experience.,Phone Call,2024-10-03 12:44:33,"Allenborough, South Dakota, Mauritania",UID63754
Very satisfied with the product.,Website,2023-08-02 21:28:48,"New Michael, Utah, French Southern Territories",UID85523
Terrible experience.,Mobile App,2025-03-19 01:36:08,"New Shelleyburgh, South Carolina, Czech Republic",UID62395
Customer support was unhelpful.,Email,2023-09-28 18:01:34,"Singhmouth, New Jersey, Aruba",UID74536
Customer support was unhelpful.,Website,2023-07-16 20:58:24,"Hensleymouth, Kansas, Denmark",UID84443
Will recommend to others.,Phone Call,2025-03-10 00:34:11,"Guerreroland, Arkansas, Jamaica",UID83269
Very disappointed.,Google,2024-03-02 11:51:26,"South Bradley, Maine, Somalia",UID50448
Very satisfied with the product.,Website,2024-12-09 09:18:36,"Millerfort, Oregon, Djibouti",UID88068
Excellent customer support!,Website,2023-07-27 04:41:16,"New Ericfurt, Hawaii, Oman",UID38843
It was okay.,Email,2024-10-11 03:47:45,"Mcdonaldchester, Wyoming, Uzbekistan",UID95505
Average experience.,Google,2024-12-11 17:37:55,"South Heatherport, Delaware, Macedonia",UID66669
Terrible experience.,Google,2024-04-27 15:41:33,"Smithstad, Missouri, Iraq",UID36277
No complaints.,Facebook,2025-03-27 19:14:22,"North Loriside, Idaho, Mayotte",UID99073
Customer support was unhelpful.,Facebook,2024-08-17 03:37:22,"Port Christopher, Alaska, Liberia",UID57621
Great service!,Facebook,2024-01-25 02:27:29,"Torresstad, Oklahoma, Sudan",UID19829
Loved the experience.,Email,2023-11-27 06:11:24,"New Trevorbury, Illinois, Portugal",UID23928
Not worth the money.,Email,2024-03-14 23:24:24,"North Susan, Pennsylvania, Tonga",UID10029
Not worth the money.,Google,2023-09-08 09:34:26,"Hintonville, North Dakota, Poland",UID36058
Not worth the money.,Mobile App,2024-04-04 20:15:01,"Lake Thomasfurt, Ohio, Jersey",UID91064
Great service!,Website,2023-11-12 02:34:10,"Rachelview, Pennsylvania, Hong Kong",UID86680
It was okay.,Facebook,2025-05-23 01:29:22,"Elizabethburgh, Idaho, Antarctica (the territory South of 60 deg S)",UID10332
No complaints.,Mobile App,2024-04-13 23:27:23,"West Kim, North Dakota, Singapore",UID22746
Not worth the money.,Phone Call,2023-11-29 16:54:46,"North Jamesstad, Ohio, Bahamas",UID70328
No complaints.,Facebook,2024-10-23 11:06:22,"Richardsonbury, Kentucky, Samoa",UID50876
No complaints.,Email,2024-01-06 22:51:54,"Lake Melissaton, North Carolina, Malaysia",UID21739
Customer support was unhelpful.,Google,2024-02-21 02:43:09,"West Tina, Ohio, Dominican Republic",UID79509
It was okay.,Mobile App,2025-05-11 10:04:24,"New Marthaburgh, New Hampshire, Saint Kitts and Nevis",UID69531
No complaints.,Mobile App,2023-09-30 21:11:47,"Singletonmouth, North Carolina, Slovenia",UID70527
Nothing special.,Mobile App,2023-11-05 16:59:43,"Brandonshire, Utah, Nigeria",UID69256
Great service!,Email,2025-02-13 23:06:19,"East Shelby, North Carolina, Belgium",UID98550
Very disappointed.,Facebook,2025-05-25 01:29:31,"South Eileenland, New York, Korea",UID33753
Very satisfied with the product.,Google,2024-10-24 17:00:47,"North Adamport, Arizona, China",UID66668
Terrible experience.,Chatbot,2023-07-07 04:46:50,"Wigginschester, California, Luxembourg",UID32734
Will recommend to others.,Email,2024-01-23 07:25:02,"Spencerview, Connecticut, Lebanon",UID60718
No complaints.,Mobile App,2024-09-24 12:57:58,"New Josephhaven, Alabama, Andorra",UID30739
Not worth the money.,Email,2025-01-31 07:10:58,"North Karenland, Iowa, Dominican Republic",UID71469
Will recommend to others.,Website,2023-07-11 15:14:28,"Lake David, Oklahoma, Myanmar",UID99394
I want a refund.,Google,2023-06-10 03:21:50,"Ruthland, Colorado, Saint Lucia",UID30572
Customer support was unhelpful.,Facebook,2025-02-22 11:31:29,"Port Kristin, Tennessee, Montenegro",UID25537
Will recommend to others.,Website,2023-09-29 09:24:44,"West Donnaside, Washington, Turkmenistan",UID98844
It was okay.,Phone Call,2023-07-26 10:01:51,"South Katrina, Georgia, Ethiopia",UID71150
Product matches the description.,Google,2024-01-05 23:26:04,"Lake Shane, Nebraska, Zambia",UID91965
Very satisfied with the product.,Facebook,2024-01-06 07:01:40,"Nicholashaven, Washington, Uruguay",UID86839
I want a refund.,Website,2024-12-22 21:05:35,"Ronaldshire, Connecticut, Holy See (Vatican City State)",UID63254
No complaints.,Chatbot,2025-04-27 20:31:10,"East Rhonda, Michigan, Nicaragua",UID80259
No complaints.,Mobile App,2025-01-06 06:37:03,"Collinston, South Dakota, Namibia",UID18236
Excellent customer support!,Website,2023-08-15 19:26:38,"Zacharyville, Rhode Island, Colombia",UID98283
Product matches the description.,Google,2024-11-18 11:12:07,"Port Williambury, Iowa, Western Sahara",UID55451
Product matches the description.,Mobile App,2024-07-05 09:44:36,"Port Julie, Minnesota, Jamaica",UID87484
Terrible experience.,Chatbot,2023-08-29 00:44:51,"Nicholsshire, Missouri, Mauritius",UID35499
Not worth the money.,Website,2025-04-14 16:58:17,"East Nicholaschester, Utah, New Zealand",UID75035
Loved the experience.,Mobile App,2024-08-19 12:47:51,"South Jessicashire, Oregon, Tunisia",UID36314
Very satisfied with the product.,Mobile App,2023-09-26 09:52:31,"Boothtown, Utah, Taiwan",UID74591
Product matches the description.,Phone Call,2024-06-20 00:31:20,"Hortonfurt, Minnesota, Korea",UID55960
Product matches the description.,Phone Call,2025-05-10 14:04:49,"Sarachester, Mississippi, Tajikistan",UID44581
Average experience.,Email,2024-09-01 15:17:05,"Ramosmouth, Rhode Island, United States of America",UID68254
Product matches the description.,Mobile App,2025-05-02 08:48:18,"Henryfort, Indiana, Puerto Rico",UID91136
I want a refund.,Chatbot,2024-10-24 15:16:32,"North Rachelmouth, Arizona, Saint Martin",UID44744
Very disappointed.,Website,2025-02-17 19:46:37,"Warrenborough, Tennessee, Saint Martin",UID56344
Nothing special.,Website,2023-12-05 14:17:58,"Youngbury, Oregon, Dominican Republic",UID68111
Not worth the money.,Chatbot,2023-12-29 13:32:26,"Bartonland, Texas, Saint Helena",UID14728
Nothing special.,Website,2023-10-10 07:16:40,"Jimenezhaven, Montana, Suriname",UID13082
Terrible experience.,Mobile App,2024-02-13 05:23:22,"Williamsbury, Tennessee, Svalbard & Jan Mayen Islands",UID74900
Excellent customer support!,Chatbot,2024-07-22 20:17:26,"Josefurt, Alabama, Samoa",UID10728
Average experience.,Chatbot,2024-12-24 06:16:24,"Ericmouth, Indiana, Burkina Faso",UID78710
Product matches the description.,Website,2023-07-17 15:19:07,"East Aaron, Michigan, Malawi",UID39752
No complaints.,Website,2025-02-04 18:33:14,"Beckershire, Hawaii, South Georgia and the South Sandwich Islands",UID53616
Loved the experience.,Mobile App,2024-09-26 01:56:22,"East Tonyaburgh, Pennsylvania, Palestinian Territory",UID55796
I want a refund.,Phone Call,2025-02-19 06:26:25,"Matthewfort, Montana, Nicaragua",UID14264
I want a refund.,Facebook,2025-01-03 11:46:38,"North William, Ohio, Cuba",UID59099
Excellent customer support!,Google,2024-06-16 18:15:48,"South Carmenshire, Washington, Bangladesh",UID36046
No complaints.,Website,2025-03-03 11:20:27,"South Davidland, Minnesota, Saint Vincent and the Grenadines",UID62810
Nothing special.,Google,2023-12-31 21:17:41,"Port Kristopher, South Carolina, Belgium",UID89582
Loved the experience.,Mobile App,2024-08-06 02:06:16,"Collinsmouth, Alabama, Northern Mariana Islands",UID88752
Not worth the money.,Chatbot,2024-07-23 21:03:45,"Amberfurt, New York, British Virgin Islands",UID78794
Will recommend to others.,Phone Call,2023-08-21 15:54:29,"Websterburgh, Maine, New Caledonia",UID13824
Terrible experience.,Mobile App,2024-07-10 06:25:45,"Mariafurt, Kansas, Equatorial Guinea",UID37398
Will recommend to others.,Facebook,2023-10-30 18:03:10,"Brookston, South Carolina, El Salvador",UID56104
Very satisfied with the product.,Google,2023-08-15 21:20:44,"Mahoneyfurt, New Jersey, Christmas Island",UID33157
Average experience.,Phone Call,2023-12-19 10:17:47,"New Catherineburgh, Oklahoma, Papua New Guinea",UID13842
Very disappointed.,Facebook,2024-06-12 08:18:00,"North Pamelabury, Georgia, Tanzania",UID28501
